CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
619,France,Female,63,6,86861.32,2,1,0,67770.98,0
766,Germany,Female,44,4,179960.03,2,0,0,83637.93,1
750,Germany,Female,36,0,47437.75,2,0,0,143254.52,0
685,France,Male,38,7,16445.62,1,1,1,163607.79,0
664,France,Female,45,0,59873.55,1,0,1,78710.4,1
850,Spain,Male,59,3,125136.58,2,1,1,128880.89,0
694,Germany,Female,34,6,171746.73,1,1,1,136218.59,0
667,France,Female,32,9,70653.04,1,0,0,186486.17,0
631,Germany,Female,25,3,0.0,1,0,1,159617.91,0
684,France,Female,41,3,106414.26,1,1,1,46960.06,0
361,France,Male,25,3,98992.46,1,1,1,128873.21,0
748,France,Male,35,6,60803.22,2,1,1,191969.5,0
529,France,Female,30,2,206470.47,1,1,1,81870.68,0
582,Germany,Male,52,5,0.0,2,0,1,155404.73,1
517,France,Male,34,8,35736.62,1,1,0,112449.63,0
580,Spain,Female,44,0,232798.77,2,1,0,93183.72,1
618,France,Female,22,10,125470.84,1,0,1,118350.16,1
734,Germany,Female,41,5,146539.18,1,1,1,90774.47,0
772,Germany,Female,27,6,192441.13,1,1,0,70425.39,1
834,Germany,Male,35,6,0.0,3,1,1,154612.51,0
660,Germany,Female,64,10,155694.25,2,1,0,111209.94,1
629,Spain,Female,50,7,107824.9,2,1,0,187625.16,1
724,Germany,Male,39,9,143154.08,1,1,1,11660.78,0
569,Germany,Male,75,3,103223.79,1,1,0,156176.61,1
558,Germany,Female,30,2,103949.08,3,1,1,39894.17,0
615,France,Female,53,7,0.0,1,0,1,154630.49,0
647,France,Male,23,1,84365.61,2,1,0,175343.96,0
454,France,Male,37,1,131227.65,2,0,1,158971.26,0
751,France,Male,25,2,131095.95,2,0,1,122830.0,0
673,France,Male,43,2,0.0,1,0,0,33314.68,1
726,France,Male,41,1,138259.54,1,1,0,192474.47,1
501,Germany,Female,37,8,209002.24,1,1,1,72006.43,1
587,France,Female,52,6,0.0,3,0,0,15363.7,0
582,Spain,Male,34,2,0.0,2,0,1,10357.01,0
631,France,Male,44,3,128559.72,1,1,0,150338.41,0
647,Germany,Male,49,10,0.0,2,1,1,168273.24,0
733,France,Female,24,10,55601.39,1,1,0,162577.27,0
659,France,Female,32,1,209740.57,1,1,0,116217.33,0
580,France,Male,41,6,64718.75,1,1,1,130057.83,0
850,Germany,Male,47,3,151814.32,2,0,0,182294.03,1
625,France,Female,56,3,105343.22,1,1,1,136089.08,0
564,Spain,Female,38,6,0.0,1,1,0,76725.98,0
471,France,Female,37,10,37248.53,1,1,1,190576.47,0
659,Germany,Male,30,6,0.0,1,0,1,193460.64,0
716,France,Female,44,10,0.0,2,1,1,129299.47,0
542,Germany,Female,37,9,0.0,1,1,1,117559.02,1
709,France,Female,37,8,165304.56,2,0,0,188002.51,0
658,France,Male,39,8,0.0,3,1,0,157834.04,0
482,France,Female,46,8,0.0,1,1,0,32556.16,1
709,France,Male,34,2,157161.68,3,1,0,192052.1,1
625,France,Female,32,10,0.0,2,1,0,147629.64,0
543,Spain,Female,45,10,100241.03,2,1,1,150412.44,0
741,France,Female,18,6,174462.48,1,1,0,86177.25,0
739,France,Female,33,7,96491.65,2,1,0,11604.82,0
541,Spain,Male,27,9,0.0,2,1,1,61629.05,0
678,France,Female,53,1,0.0,1,1,1,72911.32,1
669,France,Male,35,0,42026.46,2,0,1,96618.63,0
644,Germany,Male,34,10,165790.34,1,0,1,143253.31,0
601,Spain,Female,39,6,0.0,2,1,0,95615.43,0
636,Germany,Female,33,7,97592.24,2,1,1,80704.52,0
739,France,Male,36,5,204207.95,2,1,0,57143.41,0
689,Spain,Female,41,5,0.0,1,1,1,156014.87,0
467,France,Female,35,0,127836.74,2,1,1,159625.72,0
446,Spain,Male,35,3,29305.93,1,1,1,79009.92,0
474,Spain,Female,29,0,99196.85,2,0,1,51336.72,0
521,Spain,Female,27,4,61705.74,2,0,0,51808.95,0
578,France,Male,41,0,109654.71,1,0,0,135934.96,0
607,France,Female,43,8,56312.55,2,1,1,156789.54,0
644,Germany,Female,24,3,42796.25,3,1,1,159147.02,1
647,Germany,Female,48,8,0.0,3,1,0,175426.39,1
645,Germany,Female,48,0,113697.38,1,1,0,153349.32,1
759,Spain,Female,51,0,0.0,1,1,0,102327.36,1
491,Germany,Female,43,4,0.0,1,0,1,60798.98,1
682,France,Female,47,8,141108.64,2,1,0,81018.78,1
681,France,Female,64,8,67451.02,1,1,1,63908.87,1
530,France,Female,37,5,48588.92,1,1,1,28903.24,0
701,France,Female,28,6,101471.96,1,1,0,37341.27,1
685,France,Female,23,7,61912.51,3,0,1,12412.0,0
646,Spain,Female,59,7,114654.21,1,1,1,47380.44,1
420,Germany,Female,59,8,51292.85,2,0,1,168689.73,1
742,Germany,Female,30,0,0.0,1,0,1,112054.18,0
672,France,Male,32,4,86986.12,2,1,0,83993.93,0
688,Germany,Male,36,9,0.0,2,0,1,55103.41,0
350,Spain,Female,53,4,190027.88,2,0,1,122074.79,0
600,Spain,Female,26,1,115390.17,2,1,0,194944.48,0
514,Germany,Male,18,7,131231.09,1,1,1,76113.94,1
773,Spain,Female,64,3,0.0,1,1,1,171026.86,0
545,Germany,Male,43,5,116609.33,1,1,1,188443.19,0
791,France,Male,45,5,90710.22,1,0,1,159516.84,0
741,Spain,Male,38,7,106542.11,3,1,1,122372.85,0
671,France,Male,45,10,0.0,1,0,0,67386.52,0
758,France,Female,23,7,78987.84,2,1,1,16343.14,0
560,France,Female,31,10,84301.64,1,1,0,149951.85,0
577,Germany,Male,41,0,79706.44,2,1,0,191633.65,1
738,Germany,Male,18,8,78702.58,2,0,1,140947.45,0
561,Germany,Male,37,4,114008.23,2,1,1,16882.24,0
524,France,Female,36,8,86072.94,1,1,1,36494.73,0
619,France,Male,37,0,182893.73,2,1,1,84661.47,1
566,Spain,Male,34,5,0.0,2,1,1,197964.86,0
827,France,Male,29,0,0.0,1,1,1,26130.21,0
724,Spain,Male,20,7,0.0,3,0,1,70397.87,0
595,France,Female,42,2,158976.39,2,1,1,114857.4,0
555,Germany,Female,37,1,91181.05,1,1,1,31272.03,0
682,Germany,Male,25,0,53291.66,1,0,0,32345.06,0
763,Spain,Male,41,2,195385.01,1,1,1,23052.36,0
678,France,Female,37,10,140680.18,2,1,0,105528.42,1
560,Spain,Male,35,10,121571.9,2,1,0,64438.68,0
514,Germany,Female,18,0,180427.16,2,1,1,17505.35,0
614,Germany,Female,48,10,145052.13,1,1,0,105346.61,0
680,Germany,Male,26,6,0.0,2,0,1,148785.59,0
605,France,Female,41,3,54215.19,2,1,0,137079.78,0
746,France,Female,31,10,79346.75,1,1,1,140018.24,0
700,France,Male,36,2,167650.81,2,0,0,114620.14,0
673,France,Female,53,1,140468.45,2,0,0,158434.98,0
698,Germany,Female,46,2,95293.34,1,1,0,21852.35,1
518,France,Female,52,1,196861.29,1,1,0,46235.57,1
603,France,Female,44,5,96824.49,2,1,1,143627.75,0
551,France,Female,44,1,156350.93,1,0,1,73791.26,0
687,France,Female,20,2,116442.03,1,1,1,55380.92,0
553,France,Female,37,4,205513.56,3,0,1,15138.82,1
658,Germany,Male,38,7,144158.37,2,1,1,175010.85,0
634,France,Female,53,9,107400.29,2,0,0,169215.18,0
707,Spain,Male,34,0,95702.32,1,0,0,21489.68,0
536,France,Female,43,6,0.0,2,1,0,67834.18,0
693,France,Female,42,1,67279.34,2,1,0,50765.13,0
548,Spain,Male,53,10,33931.44,1,1,0,49289.11,1
558,France,Female,39,3,0.0,1,0,0,59035.2,0
636,France,Female,49,9,77257.04,1,1,1,66437.17,1
763,Spain,Male,21,8,77118.89,2,1,0,144239.75,1
570,Spain,Female,22,3,100380.31,3,1,1,194271.78,0
481,Germany,Female,18,3,107715.62,2,0,1,18633.27,0
560,France,Female,49,3,105383.55,1,1,0,71349.37,1
613,Germany,Male,47,5,195391.36,1,0,1,136809.64,1
828,Spain,Female,50,4,139443.73,2,1,0,68125.89,0
687,Spain,Female,33,7,214606.41,1,1,0,46313.82,0
578,France,Male,34,5,82172.5,1,1,0,41886.73,0
637,France,Female,39,8,145753.47,3,1,0,123609.46,1
799,France,Female,56,5,85062.55,2,1,0,38700.45,1
627,France,Female,59,3,75821.14,3,1,1,28343.99,1
628,Germany,Male,49,3,216568.22,1,0,1,152441.79,0
611,France,Female,44,8,65056.29,2,0,0,75314.58,1
716,France,Female,55,1,0.0,2,0,1,179962.15,0
600,France,Male,37,3,68186.64,2,0,1,104314.66,0
733,France,Male,36,3,567.17,1,1,0,35039.08,0
751,France,Female,39,7,55531.13,1,1,1,46624.8,0
708,France,Female,29,1,60349.38,1,1,0,177479.18,0
629,France,Male,38,4,0.0,2,1,1,33857.05,0
517,Spain,Female,28,7,0.0,2,1,1,69950.26,0
629,France,Female,51,10,167189.52,3,1,0,67649.9,1
586,Germany,Male,46,4,7460.0,2,0,1,197667.79,0
576,France,Female,56,10,0.0,1,1,0,195141.87,1
627,France,Female,22,6,88143.95,1,1,1,141493.12,0
696,France,Male,61,8,147918.22,1,1,1,54747.4,1
591,France,Male,23,2,0.0,2,1,0,44063.31,0
519,France,Male,27,10,166717.39,1,0,1,21418.06,0
559,France,Female,33,2,86204.43,1,1,1,21647.26,1
811,Germany,Male,54,1,80833.17,2,1,1,188754.1,0
702,France,Female,42,0,126465.13,2,0,0,124668.03,0
559,France,Male,37,7,158518.5,2,1,0,47678.08,0
772,Germany,Male,31,6,147903.59,1,1,0,158451.2,0
627,France,Male,25,2,121734.34,2,0,1,24519.24,0
850,France,Female,52,9,117098.45,1,0,0,109253.99,1
675,France,Female,49,3,103112.97,2,1,0,47198.44,0
704,France,Male,55,6,126316.37,2,1,0,95239.16,0
730,France,Female,44,5,0.0,1,1,0,53523.1,1
791,Spain,Female,18,6,92386.18,1,1,1,35935.17,0
608,Spain,Female,26,8,0.0,1,1,1,186102.31,0
783,Spain,Male,45,10,82065.09,1,1,0,184786.09,0
591,France,Female,36,7,125247.38,2,1,0,103725.34,1
616,France,Female,34,9,0.0,1,0,0,159377.22,0
651,France,Female,28,9,0.0,1,0,0,48333.23,0
737,France,Female,50,3,150793.64,2,0,1,85423.2,1
619,France,Male,45,6,0.0,2,1,0,52853.09,1
807,France,Female,46,2,114708.64,2,1,1,25915.29,0
776,France,Female,33,10,214685.44,2,1,0,90536.21,1
654,France,Female,42,10,122243.19,2,1,1,151531.87,0
558,France,Female,25,9,0.0,1,1,1,151513.18,0
745,Germany,Male,39,8,0.0,2,0,0,94243.65,0
451,France,Female,18,9,91947.83,2,1,1,94800.94,0
720,Spain,Male,23,8,63201.05,1,1,1,124551.3,0
572,France,Female,36,2,110375.93,4,1,0,187291.59,1
769,Germany,Female,66,2,0.0,2,1,1,38511.61,1
518,France,Female,20,5,0.0,1,1,0,86933.44,0
587,France,Male,26,4,48250.76,2,1,1,182079.37,0
692,France,Female,42,8,94210.03,1,1,1,114254.15,0
707,France,Male,59,8,116297.44,3,1,1,160651.0,1
591,Germany,Female,42,10,0.0,1,1,1,97899.83,1
618,France,Female,48,8,0.0,2,0,1,184999.83,1
741,France,Male,36,0,0.0,2,0,1,179150.37,0
746,Spain,Female,34,3,109331.19,1,1,1,94730.53,0
617,France,Female,41,3,97160.77,2,1,1,10952.0,0
592,Germany,Male,33,6,149933.71,1,0,0,117570.49,1
520,Germany,Male,48,3,142594.46,1,0,1,48744.8,1
674,France,Male,22,10,0.0,1,0,1,55705.54,0
727,France,Male,50,3,121284.53,2,1,1,91650.45,0
664,France,Female,40,4,0.0,2,0,0,95497.92,0
562,Germany,Female,38,8,0.0,1,1,1,173525.28,0
820,France,Female,22,4,119317.26,2,1,0,15944.86,0
450,France,Male,29,0,0.0,2,1,1,66065.16,0
733,France,Female,53,3,72333.79,1,0,0,130140.48,1
671,Spain,Female,38,3,43356.96,4,0,1,128176.38,0
695,Spain,Female,43,6,104436.42,1,1,0,70375.69,0
575,Spain,Male,30,7,85561.89,2,1,1,43809.45,0
636,Germany,Male,40,6,0.0,2,1,0,62633.06,0
678,Germany,Female,25,4,71076.2,3,1,1,179543.65,1
642,France,Female,41,5,122866.43,1,1,0,59943.86,1
480,Spain,Male,44,1,101982.56,1,1,1,103432.93,0
813,Germany,Female,44,1,64624.01,2,1,0,189039.66,0
712,France,Female,30,6,107200.93,2,1,0,32499.44,0
653,Germany,Female,36,9,111399.77,2,0,1,175439.67,0
659,Germany,Male,46,5,0.0,2,0,0,151241.39,1
810,France,Female,38,0,71641.97,2,1,0,102230.17,0
579,France,Male,37,10,150440.55,1,1,1,190299.39,0
558,France,Female,61,3,48286.57,1,1,1,24138.2,0
731,Spain,Male,30,8,78824.4,1,1,1,172372.55,0
694,France,Male,52,9,193347.65,1,1,0,47559.63,1
554,Spain,Female,27,10,51758.36,2,1,1,77297.96,0
753,France,Female,47,1,70744.1,1,1,0,33247.08,1
678,Spain,Female,48,2,39838.22,2,0,1,104104.95,0
565,France,Female,34,7,61982.15,1,0,0,42126.79,0
697,Spain,Female,27,8,112194.88,2,1,0,58469.91,0
682,France,Female,18,9,0.0,1,1,1,21328.72,0
642,France,Male,33,6,104030.82,1,1,0,67968.72,0
687,France,Female,46,1,88116.13,2,1,0,41132.61,0
709,France,Male,28,7,0.0,1,1,1,140215.94,0
737,France,Female,41,7,67189.22,2,1,1,131253.69,0
660,Germany,Male,24,5,24606.14,1,1,1,136437.65,0
624,Spain,Male,37,7,143301.1,2,0,1,138442.49,0
673,Germany,Female,27,2,146915.81,1,0,1,29600.64,0
763,Germany,Male,39,8,102896.72,1,1,1,50627.57,0
710,France,Female,34,0,0.0,2,0,1,150120.03,0
619,Spain,Male,27,9,150564.09,2,0,1,101615.27,0
655,Spain,Male,33,9,110262.86,2,0,1,129718.7,0
808,France,Female,30,7,177467.76,1,1,1,20754.64,0
721,Spain,Female,26,8,51762.78,2,1,0,83399.14,0
664,France,Female,52,10,0.0,1,0,1,93220.86,1
758,Spain,Female,36,1,80677.41,2,0,1,141546.72,0
598,Spain,Female,18,5,138656.38,3,1,0,183291.63,1
681,Germany,Male,33,7,30424.65,1,0,0,119161.59,1
828,France,Female,50,10,180294.68,1,1,0,154611.37,1
712,Germany,Male,32,8,134212.27,2,1,0,132264.42,0
804,France,Male,56,6,196015.31,2,0,0,182882.01,0
642,Spain,Male,31,6,102890.3,2,0,0,164049.26,0
605,France,Male,46,1,76383.4,1,1,1,56988.22,0
760,Germany,Male,51,3,139169.52,2,0,0,52237.63,0
476,Spain,Female,45,4,158589.38,1,1,0,183259.87,1
667,France,Male,25,9,67850.12,4,1,0,123515.25,0
748,France,Female,30,9,1124.98,2,1,1,95427.28,0
703,Germany,Female,53,7,10034.2,2,1,0,143026.56,1
450,France,Male,31,1,0.0,2,1,1,63526.08,0
522,France,Male,51,7,185089.85,3,1,0,163633.09,1
639,France,Female,35,5,37356.39,1,1,0,110271.04,0
695,France,Female,42,7,90836.95,2,1,0,175486.48,1
699,Germany,Male,25,4,86880.62,1,1,1,132302.87,0
649,Germany,Female,33,7,0.0,1,1,1,59441.44,1
719,France,Male,30,2,222452.18,1,1,0,193437.23,0
692,France,Female,42,1,127071.54,1,1,0,86461.88,0
638,France,Male,41,2,151696.02,1,1,1,155527.29,0
701,France,Female,45,10,150250.35,2,0,0,58551.36,0
588,Germany,Male,35,0,38423.28,1,1,0,89244.91,0
710,France,Male,30,3,141323.2,1,1,1,150274.09,0
570,Germany,Male,42,3,51980.46,1,1,1,142289.24,1
696,Spain,Male,29,9,96080.14,2,1,0,188408.79,1
694,Germany,Male,52,3,164266.33,2,1,0,161586.19,1
622,Germany,Male,39,9,109208.53,2,0,0,71594.9,0
710,France,Male,36,10,162329.81,2,1,0,174025.84,0
797,France,Female,45,7,172561.7,2,0,1,185003.17,0
553,France,Female,39,3,13639.45,1,0,0,191278.37,1
741,Spain,Female,22,6,0.0,2,0,0,181087.36,0
753,Spain,Male,28,7,165428.81,1,0,1,142119.86,1
630,France,Male,52,1,167525.18,1,1,1,161204.85,1
726,France,Male,41,9,118342.92,2,1,0,133092.02,1
626,France,Male,22,4,125395.23,1,1,1,70745.76,0
769,Germany,Male,44,9,151438.48,3,1,0,165058.18,0
390,Germany,Female,34,6,150469.26,1,1,1,53237.97,0
787,Germany,Male,30,9,89182.43,2,0,1,91947.68,0
544,Spain,Male,27,0,154704.21,1,0,0,75265.23,0
659,France,Female,51,0,86983.4,2,0,1,42708.21,0
573,Germany,Female,18,1,0.0,2,1,1,161792.73,0
792,Germany,Male,31,9,115401.17,1,0,1,99666.05,0
628,France,Male,41,10,60309.17,1,0,0,110127.61,1
599,Spain,Female,57,10,66364.66,2,0,0,105387.63,0
756,France,Male,46,3,221173.66,1,1,1,140979.98,0
720,Germany,Female,31,2,58621.94,1,1,0,43420.29,1
618,Germany,Male,57,3,124237.88,3,1,0,105153.41,1
556,Spain,Male,25,8,135149.56,2,1,1,59447.4,0
543,Germany,Male,43,2,102180.75,1,1,1,194614.82,1
771,France,Male,45,6,139917.48,2,1,0,21433.58,1
690,Spain,Male,30,7,122107.13,1,1,1,186396.23,1
666,Spain,Male,48,3,59746.92,2,1,0,21383.95,0
697,Germany,Female,34,5,132914.5,1,1,1,30760.66,0
465,Spain,Female,48,7,76675.27,1,0,0,182190.25,1
619,France,Male,20,8,195514.8,1,1,1,133091.91,0
622,Germany,Female,44,2,0.0,3,1,1,71638.88,1
743,Spain,Female,35,5,68592.02,1,1,1,121789.16,0
510,France,Male,53,1,122799.06,2,1,0,41569.0,0
750,France,Male,40,0,56907.57,1,1,1,22324.76,0
820,Spain,Male,54,7,118404.51,2,0,1,19353.44,1
487,Spain,Male,46,5,0.0,1,1,1,61304.34,0
652,Spain,Female,39,2,62002.7,2,1,1,44085.93,0
697,France,Male,49,0,61349.05,3,1,0,86630.73,0
733,Spain,Male,49,10,0.0,1,1,1,176566.75,0
444,France,Male,45,9,109752.4,1,0,0,81925.43,1
682,Germany,Male,18,10,82549.56,3,1,0,85727.21,1
629,France,Male,29,1,73544.23,1,1,0,32946.87,0
623,Spain,Male,55,0,129500.64,2,0,0,197853.56,1
847,Spain,Male,26,2,71798.21,2,0,1,37596.74,0
630,Germany,Male,50,1,0.0,1,1,0,74278.54,1
693,Germany,Female,48,5,103314.45,1,0,0,189690.98,1
639,France,Female,32,7,102921.61,1,1,0,96435.77,0
673,Germany,Female,18,2,83314.18,2,1,0,74239.31,0
703,Germany,Female,34,4,58652.8,2,0,0,145880.79,1
735,France,Female,63,5,84669.48,2,0,1,16275.29,0
576,Germany,Male,31,3,80578.86,2,1,1,71027.43,0
664,Spain,Male,31,5,73365.06,2,1,0,120244.07,0
668,Germany,Male,29,6,119378.0,1,1,0,198291.72,1
493,Spain,Female,53,10,220763.86,1,0,1,193833.69,1
559,France,Male,37,3,0.0,1,1,0,128975.6,0
735,Germany,Female,33,0,0.0,1,0,1,74621.41,0
606,France,Female,56,9,75480.05,1,1,1,114510.07,1
850,France,Male,46,6,192083.79,2,0,1,187435.16,0
741,France,Female,30,5,0.0,1,0,1,136762.82,0
693,France,Male,27,7,156290.9,1,1,0,38348.91,0
793,France,Male,53,10,128800.61,2,1,1,194593.36,0
723,Germany,Female,40,1,87150.1,2,1,0,181419.09,1
668,France,Male,23,9,142413.88,2,1,0,51187.77,0
516,France,Female,20,7,0.0,1,1,0,134800.66,1
713,France,Male,28,6,0.0,1,0,1,176862.99,0
783,Germany,Male,26,9,98545.54,1,1,1,51898.81,0
594,France,Female,18,3,150365.02,1,1,0,185491.99,0
477,France,Male,28,8,119425.92,1,1,0,44209.45,0
548,Germany,Male,30,6,129412.49,2,1,1,77862.24,0
817,France,Female,35,10,65925.96,2,1,1,189193.55,0
658,Spain,Male,59,5,118322.95,1,0,0,189866.6,0
789,France,Male,37,7,99990.18,1,0,1,14423.97,0
652,France,Male,38,5,94420.43,2,1,1,174614.76,0
603,France,Female,46,4,0.0,2,0,0,141807.42,0
850,Germany,Female,37,4,152572.84,2,1,0,175626.91,0
615,France,Female,44,10,122964.37,2,0,1,97763.92,0
626,Spain,Male,43,9,117716.48,2,1,0,196486.44,0
694,France,Female,41,2,211640.8,2,1,1,152164.03,0
622,Germany,Male,70,9,0.0,1,0,0,154278.23,1
724,France,Female,50,6,0.0,3,1,0,91118.36,1
692,France,Female,28,1,0.0,2,0,1,84541.12,0
696,France,Male,44,8,86635.49,1,0,0,49055.98,0
591,Germany,Female,31,1,49924.86,2,1,0,21066.2,1
492,France,Female,45,9,0.0,1,1,1,181277.97,1
571,Spain,Female,25,4,0.0,2,1,0,122231.66,0
579,Germany,Female,28,10,0.0,1,1,0,116041.96,1
678,Spain,Male,44,5,121400.72,2,1,0,74225.07,0
573,France,Female,51,0,93686.49,1,1,1,150542.91,0
511,Spain,Male,46,8,100196.95,2,1,1,87307.42,0
541,Germany,Male,49,7,39939.19,2,1,0,163771.15,1
687,Germany,Male,44,3,177051.39,1,1,1,25166.53,1
715,Spain,Male,42,2,87462.95,1,1,0,57011.99,1
602,Germany,Female,34,9,54451.18,2,1,0,63847.82,1
612,Spain,Male,49,8,133322.38,2,0,1,14432.74,0
708,Germany,Male,51,3,110759.32,3,1,1,136053.87,1
666,France,Male,39,7,86366.59,1,1,1,143307.68,0
763,Germany,Female,39,2,80870.26,2,0,1,88544.48,0
635,France,Female,58,1,104706.79,3,1,0,161136.11,0
571,Spain,Female,40,7,0.0,2,1,1,191208.76,0
753,Spain,Female,41,9,0.0,1,1,1,149973.4,0
620,France,Male,45,10,103210.77,1,1,0,137921.95,1
575,France,Female,39,5,149326.56,2,0,0,95427.99,0
735,France,Female,31,1,0.0,1,1,1,115161.48,1
788,France,Female,44,5,0.0,1,1,1,64741.2,1
667,France,Male,40,7,112858.64,2,1,0,56381.08,0
555,Germany,Male,60,10,135668.58,1,1,0,14980.03,0
796,Germany,Female,49,1,81904.5,2,1,0,101364.67,0
686,Spain,Male,33,7,45754.17,4,1,1,52764.91,1
671,France,Male,48,5,152156.1,3,1,0,98799.06,0
612,Germany,Male,43,6,183256.27,2,1,0,164347.75,0
757,France,Male,54,1,48222.18,2,1,0,79755.25,0
545,Spain,Male,34,0,114323.17,2,0,0,71160.42,1
536,France,Female,42,6,81658.75,3,1,0,94898.33,1
830,France,Male,39,2,150935.69,2,0,1,104143.8,1
568,France,Female,41,6,117825.58,2,0,0,61807.07,0
741,Spain,Male,30,0,0.0,1,1,0,123984.89,0
781,France,Female,46,8,0.0,1,0,1,15509.1,1
670,Germany,Male,45,3,184939.2,1,0,1,102363.33,0
566,Germany,Female,54,4,190000.79,2,1,1,133314.31,1
710,Spain,Female,40,3,0.0,3,1,0,98590.28,0
782,France,Female,35,4,106928.33,4,1,0,195869.89,0
683,France,Male,49,5,109931.56,2,1,0,39456.63,1
579,France,Female,31,7,105530.65,2,1,0,96079.98,1
679,France,Male,52,7,163931.59,2,1,0,65441.26,0
518,Germany,Male,52,10,0.0,1,1,0,181612.5,1
558,France,Male,54,1,96628.83,2,1,1,44125.09,0
625,France,Female,44,9,0.0,1,1,1,109070.94,1
656,France,Female,35,6,15237.89,2,1,0,90620.84,0
536,Germany,Female,41,3,149663.58,2,1,0,184272.92,1
674,France,Female,44,10,160271.81,1,0,0,115944.72,0
700,Germany,Male,34,7,72020.64,2,0,0,98475.15,0
630,France,Male,55,2,158566.89,2,1,0,121449.23,0
445,Spain,Male,46,1,22649.8,2,0,1,145169.48,0
660,Germany,Male,30,7,106245.63,2,0,1,16077.3,1
822,France,Female,61,8,0.0,1,0,1,56885.03,1
693,France,Female,41,0,109562.93,2,0,0,54787.81,1
651,France,Female,28,6,0.0,1,1,0,88960.13,0
615,France,Female,31,5,0.0,1,1,1,119510.33,0
705,France,Female,56,10,84835.81,2,0,1,184018.99,0
670,Spain,Female,60,8,99347.29,2,0,0,117496.32,0
717,Germany,Male,51,10,175887.5,2,1,1,44476.42,1
546,France,Female,55,0,74906.61,1,1,0,109912.73,1
662,Germany,Female,53,8,222277.68,2,1,1,91429.09,0
606,France,Female,46,3,71971.45,2,1,0,132689.67,1
685,Spain,Female,44,6,0.0,3,1,0,130997.02,0
465,France,Female,46,9,134702.74,1,1,1,135427.45,1
613,Germany,Female,48,9,89828.69,1,1,0,199485.42,0
702,Spain,Male,32,2,176882.89,2,1,0,15245.02,0
717,France,Male,48,2,133351.01,2,1,1,154825.35,0
647,France,Female,56,7,94345.08,1,1,0,172420.62,1
445,France,Female,38,9,176305.77,2,1,0,56576.67,1
711,Spain,Male,37,6,52194.43,4,1,0,153904.72,0
800,Germany,Male,45,0,75594.86,1,1,1,29946.74,1
570,Germany,Female,33,1,134253.66,2,1,1,113081.24,0
610,Spain,Female,26,8,146676.25,4,1,1,71255.07,0
727,Spain,Male,53,8,121776.34,1,1,1,53319.99,0
729,France,Female,35,9,0.0,1,0,0,132961.99,0
754,Germany,Male,40,5,91924.91,1,1,0,86498.59,0
746,Germany,Male,33,4,163832.85,2,1,1,41551.51,0
504,France,Female,54,1,117500.52,1,1,0,125253.27,1
604,Spain,Female,49,8,0.0,1,1,0,106294.14,0
710,France,Female,37,10,56645.08,1,1,0,18025.89,0
642,France,Male,27,0,0.0,2,1,0,165944.21,0
685,Spain,Male,36,5,67624.4,2,0,1,197482.45,0
638,France,Female,46,3,0.0,2,1,0,75029.23,0
609,France,Female,42,8,175247.13,2,0,1,197586.57,1
627,France,Female,41,8,0.0,3,0,1,199206.0,1
543,Germany,Male,42,2,65602.59,2,1,0,98230.22,1
581,Spain,Female,48,10,52183.91,2,0,1,184928.25,0
644,France,Male,40,1,202234.2,1,1,1,158634.04,1
645,France,Female,45,8,50859.44,1,1,1,168552.28,1
704,France,Female,29,8,76230.0,1,1,1,33276.47,0
623,Spain,Male,68,1,124370.19,2,1,1,158260.96,1
809,France,Male,37,7,0.0,3,1,1,54942.59,0
767,Spain,Female,42,2,134837.87,1,1,1,152021.18,0
602,Spain,Male,46,3,28675.85,1,1,0,54820.63,0
669,France,Male,35,0,94059.23,2,1,0,158945.24,0
765,Spain,Female,40,8,140239.81,4,1,0,179814.33,1
589,Germany,Female,40,8,140415.8,2,1,0,105330.84,1
579,Germany,Male,30,5,75232.43,1,0,0,92313.83,0
773,France,Female,45,8,51871.08,2,1,0,37681.63,0
716,Spain,Male,22,3,116113.08,1,0,1,54836.88,0
752,Spain,Male,59,6,36751.94,2,1,1,198520.93,0
680,Spain,Male,49,8,171782.07,2,1,0,148853.19,0
626,Spain,Male,47,4,113185.26,2,1,0,156127.54,1
523,France,Female,21,6,68765.8,1,1,1,164661.51,0
663,Spain,Female,31,1,50165.93,3,1,0,120891.74,0
767,Spain,Male,55,5,72081.05,1,1,1,93811.71,1
768,France,Male,86,9,23779.58,1,0,1,76136.65,1
752,France,Male,53,8,0.0,2,1,0,15180.27,1
725,France,Male,51,3,63251.98,1,1,1,163846.87,0
850,Spain,Female,46,5,125782.93,2,1,1,174327.8,0
503,France,Female,31,6,132952.38,1,1,0,75159.6,1
672,Germany,Male,51,10,0.0,1,0,0,107853.97,0
561,France,Female,28,9,118096.08,1,1,0,119824.25,0
797,France,Male,27,8,163512.19,2,1,1,134918.18,0
598,Germany,Male,26,8,177077.74,1,0,1,133478.42,1
746,France,Female,51,3,118427.19,4,0,0,47377.14,1
607,Spain,Male,39,4,121563.38,2,0,0,140466.98,1
690,France,Female,41,5,76011.36,2,0,0,152981.84,0
640,Spain,Male,40,4,0.0,2,1,1,13280.68,1
649,France,Male,28,10,171667.87,2,1,1,127397.94,0
682,Spain,Female,33,9,136498.67,1,1,1,89176.36,1
737,Germany,Female,33,9,140715.11,3,1,0,178174.47,0
640,France,Female,25,6,74283.1,1,0,1,189309.14,1
